"Neighbourhoods_ID","Click_ID","Browser_ID","Entr_Time","Duration","Attributes__what_they_search_for_"
"L6","15479","B2","2022-7-15 8:35","0:00:57","Accessability"
"L7","15480","B2","2022-7-15 8:36","0:00:16","Accessability"
"L7","15481","B2","2022-7-15 8:36","0:00:05","Instagram"
"L2","15482","B2","2022-7-15 8:37","0:00:06","Website"
"L4","15483","B2","2022-7-15 8:37","0:00:10","Location"
"L2","15484","B2","2022-7-15 8:38","0:00:08","Quiet"
"L4","15485","B2","2022-7-15 8:38","0:00:04","Instagram"
"L1","15486","B2","2022-7-15 8:39","0:00:42","Instagram"
"L2","15487","B2","2022-7-15 8:40","0:00:04","Ambience"
"L5","15488","B2","2022-7-15 8:40","0:00:04","Accessability"
"L2","15489","B2","2022-7-15 8:41","0:00:47","Location"
"L1","15490","B2","2022-7-15 8:41","0:00:05","Accessability"
"L2","15491","B2","2022-7-15 8:41","0:00:05","Website"
"L2","15492","B2","2022-7-15 8:41","0:00:08","Menu"
"L7","15493","B2","2022-7-15 8:43","0:00:14","Website"
"L2","15494","B2","2022-7-15 8:43","0:00:07","Website"
"L2","15495","B5","2022-7-15 9:31","0:34:42","Location"
"L3","15496","B5","2022-7-15 9:31","0:00:08","Location"
"L3","15497","B2","2022-7-15 14:58","0:00:04","Menu"
"L7","15498","B5","2022-7-15 19:12","0:21:45","Accessability"
"L4","15499","B9","2022-7-16 0:17","0:19:48","Website"
"L5","15500","B9","2022-7-16 0:37","0:09:51","Website"
"L7","15501","B9","2022-7-16 7:22","0:00:05","Menu"
"L7","15502","B2","2022-7-17 3:29","0:00:20","Menu"
"L2","15503","B5","2022-7-17 3:52","2:02:18","Menu"
"L2","15504","B5","2022-7-17 6:17","0:13:14","Speciality Offerings"
"L7","15505","B5","2022-7-17 6:41","0:37:05","Instagram"
"L1","15506","B5","2022-7-17 7:33","0:30:59","Instagram"
"L4","15507","B5","2022-7-17 9:29","0:33:46","Menu"
"L4","15508","B5","2022-7-17 9:29","0:00:53","Pet Friendly"
"L1","15509","B5","2022-7-17 10:03","0:03:46","Speciality Offerings"
"L7","15510","B5","2022-7-17 10:51","0:22:15","Speciality Offerings"
"L1","15511","B5","2022-7-17 13:59","0:00:06","Menu"
"L4","15512","B5","2022-7-17 17:21","1:33:35","Speciality Offerings"
"L7","15513","B5","2022-7-19 16:17","0:21:59","Accessability"
"L7","15514","B7","2022-7-19 16:38","0:00:04","Instagram"
"L2","15515","B7","2022-7-19 16:39","0:31:13","Instagram"
"L5","15516","B5","2022-7-20 6:37","0:10:12","Instagram"
"L3","15517","B5","2022-7-20 7:03","0:16:42","Location"
"L2","15518","B5","2022-7-20 8:11","0:17:08","Website"
"L1","15519","B5","2022-7-20 8:31","0:01:28","Speciality Offerings"
"L4","15520","B5","2022-7-20 8:35","0:04:10","Ambience"
"L6","15521","B9","2022-7-20 15:16","0:12:11","Accessability"
"L7","15522","B2","2022-7-20 15:17","0:00:04","Careers"
"L2","15523","B2","2022-7-20 15:17","0:00:11","Menu"
"L3","15524","B2","2022-7-20 15:17","0:00:06","Speciality Offerings"
"L6","15525","B2","2022-7-20 15:18","0:00:08","Accessability"
"L4","15526","B2","2022-7-20 15:18","0:00:06","Ambience"
"L4","15527","B9","2022-7-20 15:36","0:00:32","Speciality Offerings"
"L5","15528","B9","2022-7-21 15:16","0:00:04","Location"
"L1","15529","B5","2022-7-22 3:34","0:00:21","Offers"
"L7","15530","B7","2022-7-22 9:26","0:00:04","Careers"
"L1","15531","B5","2022-7-22 10:59","0:00:07","Instagram"
"L4","15532","B4","2022-7-22 15:49","0:59:22","Accessability"
"L2","15533","B4","2022-7-22 16:59","0:12:45","Pet Friendly"
"L5","15534","B4","2022-7-23 15:10","0:00:07","Speciality Offerings"
"L7","15535","B4","2022-7-23 15:11","0:51:54","Website"
"L2","15536","B4","2022-7-23 16:29","0:00:05","Location"
"L2","15537","B4","2022-7-23 16:30","0:21:42","Instagram"
"L7","15538","B7","2022-7-23 19:28","0:00:15","Location"
"L6","15539","B7","2022-7-23 19:32","0:00:55","Instagram"
"L2","15540","B7","2022-7-23 19:33","1:06:06","Accessability"
"L3","15541","B7","2022-7-24 2:20","1:14:28","Speciality Offerings"
"L6","15542","B9","2022-7-24 6:40","0:00:13","Location"
"L6","15543","B9","2022-7-24 6:41","0:00:10","Menu"
"L3","15544","B9","2022-7-24 6:43","0:00:10","Speciality Offerings"
"L2","15545","B9","2022-7-24 6:45","0:00:22","Website"
"L1","15546","B9","2022-7-24 9:34","0:00:07","Website"
"L7","15547","B9","2022-7-25 16:35","0:22:13","Speciality Offerings"
"L1","15548","B9","2022-7-25 16:57","0:03:48","Website"
"L1","15549","B9","2022-7-25 17:02","0:16:57","Instagram"
"L4","15550","B9","2022-7-25 17:19","0:01:53","Location"
"L7","15551","B9","2022-7-25 17:21","0:08:30","Instagram"
"L2","15552","B9","2022-7-25 17:21","0:00:07","Ambience"
"L7","15553","B5","2022-7-27 15:54","0:11:33","Location"
"L3","15554","B5","2022-7-27 16:06","0:08:43","Location"
"L6","15555","B5","2022-7-27 16:15","0:10:42","Instagram"
"L1","15556","B4","2022-7-28 16:15","0:00:30","Instagram"
"L1","15557","B4","2022-7-28 16:16","0:30:11","Menu"
"L2","15558","B5","2022-7-29 18:36","0:00:05","Offers"
"L2","15559","B5","2022-7-29 18:37","0:21:14","Menu"
"L1","15560","B5","2022-7-30 5:05","0:00:04","Instagram"
"L4","15561","B5","2022-7-30 5:21","1:53:42","Instagram"
"L2","15562","B5","2022-7-30 13:19","0:25:38","Speciality Offerings"
"L1","15563","B5","2022-7-30 13:46","0:21:14","Menu"
"L7","15564","B5","2022-7-30 14:22","0:29:06","Instagram"
"L2","15565","B5","2022-7-30 15:55","0:42:09","Menu"
"L6","15566","B5","2022-7-30 16:42","1:12:16","Instagram"
"L1","15567","B5","2022-7-30 18:00","0:01:08","Website"
"L6","15568","B5","2022-7-30 19:08","0:00:05","Location"
"L1","15569","B5","2022-7-31 7:51","2:03:06","Instagram"
"L3","15570","B5","2022-7-31 8:31","0:00:23","Instagram"
"L3","15571","B5","2022-7-31 8:32","0:35:43","Instagram"
"L3","15572","B5","2022-7-31 8:32","0:00:05","Offers"
"L2","15573","B5","2022-7-31 10:15","0:06:23","Instagram"
"L1","15574","B5","2022-7-31 10:23","0:56:08","Website"
"L3","15575","B5","2022-7-31 11:20","0:31:54","Instagram"
"L2","15576","B5","2022-7-31 11:52","0:00:01","Menu"
"L2","15577","B5","2022-7-31 11:59","0:33:01","Website"
"L4","15578","B5","2022-7-31 12:32","0:15:18","Careers"
"L2","15579","B5","2022-7-31 12:48","0:01:10","Ambience"
"L2","15580","B5","2022-7-31 12:50","0:14:47","Location"
"L3","15581","B5","2022-7-31 13:06","0:11:11","Instagram"
"L1","15582","B5","2022-7-31 13:20","0:03:18","Instagram"
"L1","15583","B5","2022-7-31 13:24","0:02:24","Location"
"L3","15584","B5","2022-7-31 13:29","0:35:30","Speciality Offerings"
"L4","15585","B7","2022-7-31 16:42","0:00:49","Careers"
"L7","15586","B7","2022-7-31 16:43","0:39:21","Speciality Offerings"
"L3","15587","B5","2022-7-31 17:11","0:00:18","Instagram"
"L3","15588","B5","2022-7-31 17:12","0:02:37","Menu"
"L3","15589","B5","2022-7-31 17:16","0:02:01","Website"
"L3","15590","B7","2022-7-31 17:37","0:37:34","Location"
"L7","15591","B7","2022-7-31 18:18","0:38:34","Accessability"
"L7","15592","B7","2022-7-31 18:57","0:35:31","Location"
"L1","15593","B7","2022-7-31 19:32","0:00:18","Speciality Offerings"
"L1","15594","B7","2022-8-1 11:37","0:00:23","Speciality Offerings"
"L6","15595","B7","2022-8-1 11:38","0:00:03","Location"
"L7","15596","B7","2022-8-1 11:41","0:01:00","Accessability"
"L1","15597","B5","2022-8-1 13:59","0:42:15","Ambience"
"L6","15598","B5","2022-8-1 13:59","0:00:07","Menu"
"L2","15599","B5","2022-8-1 14:49","0:13:58","Instagram"
"L1","15600","B5","2022-8-1 15:18","0:27:39","Instagram"
"L6","15601","B4","2022-8-1 15:44","0:50:46","Speciality Offerings"
"L2","15602","B4","2022-8-1 15:44","0:00:06","Careers"
"L1","15603","B5","2022-8-1 15:51","0:41:59","Location"
"L2","15604","B5","2022-8-1 16:33","0:02:35","Careers"
"L3","15605","B7","2022-8-1 16:42","0:10:27","Website"
"L2","15606","B7","2022-8-1 18:00","0:28:52","Location"
"L2","15607","B7","2022-8-1 18:44","0:00:05","Speciality Offerings"
"L1","15608","B7","2022-8-2 2:25","0:00:37","Instagram"
"L7","15609","B5","2022-8-2 3:40","0:10:04","Instagram"
"L7","15610","B5","2022-8-2 3:59","0:27:51","Location"
"L3","15611","B5","2022-8-2 4:27","0:35:18","Website"
"L5","15612","B5","2022-8-2 5:03","0:30:12","Speciality Offerings"
"L2","15613","B5","2022-8-2 5:37","0:38:46","Instagram"
"L2","15614","B5","2022-8-2 6:19","0:36:17","Speciality Offerings"
"L3","15615","B5","2022-8-2 6:58","0:37:38","Location"
"L7","15616","B5","2022-8-2 7:42","0:07:55","Website"
"L5","15617","B5","2022-8-2 8:26","0:02:02","Menu"
"L2","15618","B5","2022-8-2 8:31","0:25:02","Instagram"
"L7","15619","B5","2022-8-2 8:56","0:31:57","Instagram"
"L6","15620","B5","2022-8-2 9:38","0:08:50","Instagram"
"L7","15621","B5","2022-8-2 10:00","0:21:52","Pet Friendly"
"L3","15622","B5","2022-8-2 10:38","0:05:06","Instagram"
"L5","15623","B5","2022-8-2 10:44","0:41:50","Location"
"L6","15624","B5","2022-8-2 11:26","0:32:16","Accessability"
"L7","15625","B5","2022-8-2 12:23","0:09:36","Accessability"
"L5","15626","B5","2022-8-2 12:33","0:41:21","Menu"
"L1","15627","B5","2022-8-2 13:15","0:41:31","Accessability"
"L1","15628","B5","2022-8-2 13:56","0:40:00","Speciality Offerings"
"L1","15629","B5","2022-8-2 14:40","0:06:38","Speciality Offerings"
"L1","15630","B5","2022-8-2 15:03","0:18:13","Location"
"L3","15631","B5","2022-8-2 15:58","0:16:45","Speciality Offerings"
"L3","15632","B5","2022-8-2 16:14","0:04:34","Menu"
"L2","15633","B7","2022-8-2 16:22","0:36:48","Website"
"L1","15634","B7","2022-8-2 17:01","0:24:09","Menu"
"L6","15635","B7","2022-8-2 18:03","0:01:12","Ambience"
"L2","15636","B7","2022-8-2 18:04","0:20:11","Instagram"
"L3","15637","B7","2022-8-2 18:25","0:42:34","Speciality Offerings"
"L1","15638","B7","2022-8-2 19:12","0:42:14","Ambience"
"L5","15639","B7","2022-8-2 19:54","0:42:22","Website"
"L1","15640","B7","2022-8-2 20:37","0:42:12","Speciality Offerings"
"L3","15641","B7","2022-8-2 21:19","0:41:47","Speciality Offerings"
"L2","15642","B7","2022-8-2 22:01","0:42:34","Location"
"L7","15643","B7","2022-8-2 22:44","0:42:34","Accessability"
"L2","15644","B7","2022-8-2 23:26","0:42:33","Location"
"L1","15645","B7","2022-8-3 0:09","0:42:06","Instagram"
"L3","15646","B7","2022-8-3 0:51","0:42:32","Location"
"L5","15647","B7","2022-8-3 1:34","0:42:34","Accessability"
"L2","15648","B7","2022-8-3 2:16","0:42:34","Ambience"
"L7","15649","B7","2022-8-3 2:59","0:42:33","Website"
"L2","15650","B7","2022-8-3 3:42","0:42:33","Ambience"
"L2","15651","B5","2022-8-3 3:50","0:27:08","Instagram"
"L4","15652","B5","2022-8-3 4:17","0:32:24","Menu"
"L2","15653","B7","2022-8-3 4:24","0:10:17","Location"
"L3","15654","B5","2022-8-3 4:50","0:36:40","Speciality Offerings"
"L7","15655","B5","2022-8-3 5:52","0:33:26","Instagram"
"L1","15656","B5","2022-8-3 7:10","0:01:55","Website"
"L1","15657","B5","2022-8-3 7:10","0:00:04","Ambience"
"L5","15658","B5","2022-8-3 7:10","0:00:02","Accessability"
"L4","15659","B5","2022-8-3 7:12","0:35:10","Instagram"
"L1","15660","B5","2022-8-3 7:50","0:17:47","Instagram"
"L2","15661","B5","2022-8-3 8:47","0:22:51","Location"
"L2","15662","B5","2022-8-3 9:11","0:35:30","Instagram"
"L6","15663","B5","2022-8-3 9:49","0:15:34","Website"
"L4","15664","B5","2022-8-3 10:41","0:05:08","Instagram"
"L2","15665","B5","2022-8-3 11:02","0:17:06","Menu"
"L7","15666","B5","2022-8-3 11:24","0:11:49","Ambience"
"L7","15667","B5","2022-8-3 11:36","0:21:16","Instagram"
"L1","15668","B5","2022-8-3 11:57","0:23:53","Location"
"L5","15669","B7","2022-8-3 15:45","0:00:05","Menu"
"L1","15670","B7","2022-8-3 15:46","0:00:29","Offers"
"L7","15671","B4","2022-8-3 15:47","0:01:03","Website"
"L7","15672","B7","2022-8-3 15:47","0:01:41","Instagram"
"L6","15673","B7","2022-8-3 15:47","0:00:19","Website"
"L7","15674","B4","2022-8-3 15:48","1:13:22","Quiet"
"L2","15675","B7","2022-8-3 15:49","0:24:03","Website"
"L7","15676","B7","2022-8-3 16:13","0:16:26","Careers"
"L2","15677","B5","2022-8-3 16:55","0:00:03","Location"
"L1","15678","B5","2022-8-3 16:57","0:00:29","Accessability"
"L2","15679","B7","2022-8-3 17:32","0:25:35","Website"
"L2","15680","B7","2022-8-3 18:06","0:41:29","Instagram"
"L4","15681","B7","2022-8-3 18:48","0:42:24","Location"
"L4","15682","B7","2022-8-3 19:31","0:03:02","Speciality Offerings"
"L4","15683","B7","2022-8-3 19:31","0:02:59","Accessability"
"L2","15684","B5","2022-8-4 3:55","0:37:41","Instagram"
"L7","15685","B5","2022-8-4 4:37","0:06:02","Website"
"L4","15686","B5","2022-8-4 6:11","0:33:14","Careers"
"L1","15687","B5","2022-8-4 6:49","0:02:45","Speciality Offerings"
"L5","15688","B5","2022-8-4 6:53","0:41:58","Speciality Offerings"
"L2","15689","B5","2022-8-4 7:37","0:10:59","Speciality Offerings"
"L3","15690","B5","2022-8-4 7:49","0:31:18","Location"
"L1","15691","B5","2022-8-4 8:38","0:30:53","Ambience"
"L7","15692","B5","2022-8-4 11:47","0:00:55","Instagram"
"L1","15693","B5","2022-8-4 11:48","0:01:56","Website"
"L2","15694","B5","2022-8-4 11:55","0:00:25","Website"
"L2","15695","B5","2022-8-4 12:32","0:11:38","Careers"
"L6","15696","B5","2022-8-4 12:44","0:08:51","Careers"
"L3","15697","B5","2022-8-4 17:33","0:16:56","Instagram"
"L2","15698","B5","2022-8-4 17:57","0:08:23","Website"
"L1","15699","B5","2022-8-4 18:05","0:09:38","Instagram"
"L2","15700","B5","2022-8-4 18:19","0:03:11","Website"
"L1","15701","B5","2022-8-4 18:22","0:25:12","Instagram"
"L2","15702","B5","2022-8-4 18:48","0:05:16","Careers"
"L2","15703","B5","2022-8-4 18:59","0:01:22","Location"
"L2","15704","B5","2022-8-4 19:00","0:09:14","Careers"
"L7","15705","B5","2022-8-4 19:09","0:01:37","Location"
"L2","15706","B5","2022-8-4 19:13","0:02:33","Location"
"L7","15707","B5","2022-8-5 4:13","0:42:35","Instagram"
"L3","15708","B5","2022-8-5 4:56","0:41:33","Ambience"
"L7","15709","B5","2022-8-5 5:39","0:02:22","Instagram"
"L2","15710","B5","2022-8-5 5:59","0:31:55","Accessability"
"L4","15711","B5","2022-8-5 7:10","0:00:11","Offers"
"L2","15712","B5","2022-8-5 7:10","0:00:01","Careers"
"L7","15713","B5","2022-8-5 7:10","0:00:07","Website"
"L1","15714","B5","2022-8-5 7:11","0:09:18","Website"
"L4","15715","B5","2022-8-5 7:11","0:00:08","Website"
"L2","15716","B5","2022-8-5 7:20","0:16:47","Location"
"L4","15717","B5","2022-8-5 7:56","0:24:45","Speciality Offerings"
"L3","15718","B5","2022-8-5 8:21","0:24:59","Offers"
"L2","15719","B5","2022-8-5 8:51","0:16:46","Offers"
"L3","15720","B5","2022-8-5 9:08","0:01:21","Speciality Offerings"
"L4","15721","B5","2022-8-5 9:10","0:41:49","Speciality Offerings"
"L7","15722","B5","2022-8-5 9:53","0:05:37","Accessability"
"L7","15723","B5","2022-8-5 10:00","0:30:58","Location"
"L2","15724","B5","2022-8-5 10:47","0:05:50","Website"
"L3","15725","B5","2022-8-5 10:53","0:41:32","Website"
"L3","15726","B5","2022-8-5 11:36","0:40:50","Speciality Offerings"
"L7","15727","B5","2022-8-5 12:17","0:41:29","Website"
"L2","15728","B5","2022-8-5 13:08","0:41:33","Accessability"
"L4","15729","B9","2022-8-5 13:16","0:00:02","Speciality Offerings"
"L6","15730","B9","2022-8-5 13:17","0:31:36","Ambience"
"L2","15731","B9","2022-8-5 13:49","0:20:06","Offers"
"L1","15732","B9","2022-8-5 13:49","0:00:10","Menu"
"L5","15733","B5","2022-8-5 13:52","0:39:46","Location"
"L3","15734","B9","2022-8-5 14:09","0:20:07","Quiet"
"L2","15735","B9","2022-8-5 14:31","0:20:14","Accessability"
"L2","15736","B9","2022-8-5 14:52","0:09:41","Speciality Offerings"
"L1","15737","B5","2022-8-5 15:52","0:01:53","Location"
"L3","15738","B5","2022-8-5 15:52","0:00:12","Menu"
"L1","15739","B5","2022-8-5 15:54","0:18:30","Speciality Offerings"
"L1","15740","B5","2022-8-5 16:30","0:23:39","Menu"
"L2","15741","B5","2022-8-5 16:54","0:42:43","Speciality Offerings"
"L1","15742","B5","2022-8-5 17:40","0:42:33","Instagram"
"L4","15743","B5","2022-8-5 18:23","0:11:00","Instagram"
"L1","15744","B5","2022-8-5 18:47","0:27:24","Offers"
"L3","15745","B5","2022-8-6 2:15","0:06:19","Location"
"L1","15746","B5","2022-8-6 2:21","0:20:35","Menu"
"L2","15747","B5","2022-8-6 2:51","0:21:06","Location"
"L6","15748","B5","2022-8-6 3:14","0:19:36","Instagram"
"L3","15749","B5","2022-8-6 4:17","0:10:50","Website"
"L4","15750","B5","2022-8-6 5:04","0:11:02","Accessability"
"L6","15751","B5","2022-8-6 5:15","0:01:39","Location"
"L6","15752","B5","2022-8-6 5:15","0:00:20","Quiet"
"L5","15753","B5","2022-8-6 5:24","0:00:51","Speciality Offerings"
"L2","15754","B5","2022-8-6 5:25","0:38:47","Location"
"L5","15755","B5","2022-8-6 6:16","0:01:42","WiFi"
"L3","15756","B5","2022-8-6 6:39","0:16:50","Location"
"L2","15757","B5","2022-8-6 8:28","0:40:58","Menu"
"L3","15758","B5","2022-8-6 9:10","0:42:26","Instagram"
"L2","15759","B9","2022-8-6 10:06","0:01:24","Speciality Offerings"
"L2","15760","B9","2022-8-6 10:08","0:11:04","Speciality Offerings"
"L7","15761","B9","2022-8-6 10:20","0:20:38","Ambience"
"L6","15762","B9","2022-8-6 10:45","0:08:07","Instagram"
"L2","15763","B9","2022-8-6 17:09","0:11:04","Website"
"L2","15764","B9","2022-8-6 17:21","0:20:19","Website"
"L1","15765","B5","2022-8-6 17:31","0:04:22","Offers"
"L2","15766","B5","2022-8-6 17:35","0:06:58","Accessability"
"L3","15767","B9","2022-8-6 17:41","0:21:21","Offers"
"L3","15768","B9","2022-8-6 18:02","0:19:35","Location"
"L7","15769","B9","2022-8-6 18:31","0:21:04","Accessability"
"L2","15770","B9","2022-8-6 18:55","0:11:02","Instagram"
"L2","15771","B9","2022-8-7 5:17","0:21:24","Website"
"L1","15772","B9","2022-8-7 5:17","0:00:08","Website"
"L5","15773","B9","2022-8-7 5:38","0:22:00","Ambience"
"L5","15774","B9","2022-8-7 6:01","0:20:53","Instagram"
"L2","15775","B9","2022-8-7 6:23","0:21:25","Instagram"
"L2","15776","B9","2022-8-7 6:45","0:21:19","Website"
"L6","15777","B9","2022-8-7 7:06","0:21:14","Instagram"
"L2","15778","B9","2022-8-7 7:27","0:05:55","Accessability"
"L7","15779","B5","2022-8-7 14:57","0:16:22","Instagram"
"L3","15780","B5","2022-8-7 15:32","1:52:00","Instagram"
"L2","15781","B5","2022-8-7 18:09","0:04:02","Menu"
"L6","15782","B5","2022-8-7 18:27","0:51:27","Location"
"L7","15783","B5","2022-8-7 19:18","0:34:06","Instagram"
"L2","15784","B5","2022-8-7 19:54","0:12:35","Location"
"L2","15785","B5","2022-8-8 3:52","0:00:21","Speciality Offerings"
"L4","15786","B5","2022-8-8 3:54","0:31:23","Website"
"L5","15787","B5","2022-8-8 4:25","0:38:22","Accessability"
"L2","15788","B5","2022-8-8 5:14","0:04:16","Menu"
"L2","15789","B5","2022-8-8 5:18","0:51:21","Menu"
"L3","15790","B5","2022-8-8 6:15","0:49:28","Location"
"L4","15791","B4","2022-8-8 6:40","0:12:04","Instagram"
"L2","15792","B5","2022-8-8 7:11","0:12:49","Instagram"
"L2","15793","B5","2022-8-8 7:28","0:07:18","Accessability"
"L1","15794","B5","2022-8-8 8:11","0:18:19","Menu"
"L5","15795","B5","2022-8-8 8:53","0:00:43","Website"
"L2","15796","B5","2022-8-8 8:54","0:06:12","Location"
"L3","15797","B5","2022-8-8 9:00","0:23:48","Instagram"
"L2","15798","B5","2022-8-8 9:38","0:08:49","Instagram"
"L5","15799","B5","2022-8-8 10:10","0:01:49","Location"
"L6","15800","B5","2022-8-8 11:07","0:11:59","Instagram"
"L7","15801","B5","2022-8-8 11:19","0:01:06","Location"
"L2","15802","B5","2022-8-8 11:34","0:16:16","Location"
"L7","15803","B5","2022-8-8 11:51","0:01:01","Instagram"
"L5","15804","B5","2022-8-8 11:52","0:02:37","Location"
"L1","15805","B5","2022-8-8 12:17","0:18:15","Instagram"
"L2","15806","B9","2022-8-8 16:18","0:00:12","Ratings"
"L2","15807","B9","2022-8-8 16:18","0:00:08","Website"
"L5","15808","B9","2022-8-8 16:19","0:17:29","Website"
"L5","15809","B9","2022-8-8 16:19","0:00:05","Offers"
"L2","15810","B9","2022-8-8 16:39","0:21:05","Instagram"
"L1","15811","B9","2022-8-8 17:00","0:21:59","Speciality Offerings"
"L6","15812","B9","2022-8-8 17:22","0:21:15","Website"
"L4","15813","B9","2022-8-8 17:43","0:12:36","Accessability"
"L2","15814","B9","2022-8-8 18:39","0:00:54","Instagram"
"L6","15815","B9","2022-8-8 18:39","0:00:02","Menu"
"L7","15816","B5","2022-8-8 19:20","0:07:31","Speciality Offerings"
"L7","15817","B5","2022-8-8 19:28","0:19:18","Location"
"L7","15818","B5","2022-8-9 3:24","0:26:04","Ratings"
"L2","15819","B5","2022-8-9 4:06","0:01:23","Speciality Offerings"
"L5","15820","B5","2022-8-9 4:07","0:00:17","Menu"
"L5","15821","B5","2022-8-9 4:08","0:27:56","Careers"
"L6","15822","B5","2022-8-9 4:44","0:21:49","Location"
"L3","15823","B3","2022-8-9 15:03","0:00:13","Location"
"L6","15824","B3","2022-8-9 15:03","0:00:05","Location"
"L2","15825","B3","2022-8-9 15:04","0:00:12","Location"
"L2","15826","B3","2022-8-9 15:04","0:00:04","Instagram"
"L5","15827","B3","2022-8-9 15:05","0:00:06","Location"
"L4","15828","B3","2022-8-9 15:05","0:00:07","Instagram"
"L2","15829","B9","2022-8-9 16:27","0:01:32","Ambience"
"L2","15830","B9","2022-8-9 16:27","0:00:03","Website"
"L1","15831","B9","2022-8-9 16:29","0:08:46","Ambience"
"L3","15832","B9","2022-8-9 16:38","0:20:47","Speciality Offerings"
"L1","15833","B9","2022-8-9 16:38","0:00:14","Menu"
"L5","15834","B9","2022-8-9 16:59","0:12:33","Speciality Offerings"
"L4","15835","B9","2022-8-10 19:39","0:19:54","Location"
"L7","15836","B9","2022-8-10 19:59","0:12:15","Instagram"
"L7","15837","B4","2022-8-11 15:26","0:00:26","Speciality Offerings"
"L4","15838","B4","2022-8-11 15:27","0:00:27","Ambience"
"L5","15839","B4","2022-8-11 15:28","0:00:34","Speciality Offerings"
"L3","15840","B4","2022-8-11 15:30","0:00:23","Website"
"L7","15841","B4","2022-8-11 15:31","0:00:15","Offers"
"L3","15842","B4","2022-8-11 15:32","0:00:08","Instagram"
"L6","15843","B4","2022-8-11 15:50","0:00:12","Speciality Offerings"
"L2","15844","B4","2022-8-11 15:51","0:00:32","Speciality Offerings"
"L6","15845","B4","2022-8-11 15:52","0:00:07","Accessability"
"L5","15846","B4","2022-8-11 15:55","0:00:05","Location"
"L5","15847","B4","2022-8-11 15:56","0:00:09","Website"
"L2","15848","B4","2022-8-11 15:57","0:00:32","Location"
"L2","15849","B9","2022-8-11 17:45","0:00:04","Location"
"L5","15850","B9","2022-8-11 17:49","0:13:08","Offers"
"L3","15851","B9","2022-8-11 18:04","0:07:17","Ambience"
"L2","15852","B9","2022-8-12 8:32","0:03:33","Website"
"L2","15853","B9","2022-8-12 8:36","0:03:22","Location"
"L1","15854","B9","2022-8-12 8:39","0:06:09","Website"
"L2","15855","B4","2022-8-12 15:13","0:00:44","Instagram"
"L7","15856","B4","2022-8-12 15:14","0:25:05","Accessability"
"L5","15857","B4","2022-8-12 15:14","0:00:07","Website"
"L7","15858","B9","2022-8-12 17:59","0:09:54","Accessability"
"L2","15859","B9","2022-8-12 18:11","0:03:26","Instagram"
"L2","15860","B9","2022-8-12 18:14","0:23:54","Ambience"
"L2","15861","B9","2022-8-12 18:38","0:17:56","Instagram"
"L3","15862","B4","2022-8-13 13:27","0:00:18","Instagram"
"L3","15863","B4","2022-8-13 13:29","0:00:17","Instagram"
"L4","15864","B4","2022-8-13 13:33","0:00:14","Location"
"L2","15865","B4","2022-8-13 13:33","0:00:07","Menu"
"L7","15866","B5","2022-8-13 14:32","0:00:09","Instagram"
"L3","15867","B5","2022-8-13 14:33","0:07:23","Instagram"
"L1","15868","B5","2022-8-13 14:33","0:00:10","Location"
"L1","15869","B9","2022-8-13 16:10","0:33:53","Ratings"
"L1","15870","B9","2022-8-13 16:10","0:00:03","Accessability"
"L4","15871","B5","2022-8-13 16:19","0:00:19","Careers"
"L2","15872","B9","2022-8-13 17:06","0:42:32","Location"
"L5","15873","B5","2022-8-13 17:33","0:06:03","Website"
"L4","15874","B9","2022-8-13 17:51","0:41:48","Instagram"
"L1","15875","B9","2022-8-13 18:34","0:09:12","Location"
"L5","15876","B9","2022-8-13 18:48","0:33:37","Location"
"L3","15877","B9","2022-8-13 19:22","0:19:10","Location"
"L6","15878","B9","2022-8-13 19:42","0:03:27","Website"
"L1","15879","B9","2022-8-13 19:45","0:07:17","Location"
"L3","15880","B9","2022-8-14 4:05","0:23:22","Careers"
"L1","15881","B9","2022-8-14 4:28","0:41:14","Speciality Offerings"
"L6","15882","B9","2022-8-14 5:16","0:41:57","Location"
"L2","15883","B9","2022-8-14 5:58","0:13:56","Instagram"
"L4","15884","B9","2022-8-14 5:58","0:00:04","Location"
"L5","15885","B9","2022-8-14 6:12","0:21:02","Instagram"
"L3","15886","B9","2022-8-14 6:40","0:21:17","Ambience"
"L3","15887","B9","2022-8-14 7:02","0:21:20","Location"
"L6","15888","B9","2022-8-14 7:25","0:21:06","Speciality Offerings"
"L7","15889","B9","2022-8-14 7:52","0:21:16","Menu"
"L2","15890","B9","2022-8-14 8:17","0:21:22","Instagram"
"L3","15891","B9","2022-8-14 8:41","0:21:51","Website"
"L4","15892","B9","2022-8-14 9:07","0:20:59","Speciality Offerings"
"L2","15893","B9","2022-8-14 9:28","0:21:09","Menu"
"L1","15894","B9","2022-8-14 9:49","0:21:38","Instagram"
"L7","15895","B9","2022-8-14 10:10","0:21:43","Careers"
"L1","15896","B9","2022-8-14 10:32","0:22:35","Speciality Offerings"
"L7","15897","B9","2022-8-14 10:55","0:22:01","Speciality Offerings"
"L2","15898","B9","2022-8-14 11:17","0:06:25","Accessability"
"L1","15899","B9","2022-8-14 11:24","0:15:21","Website"
"L3","15900","B9","2022-8-14 11:39","0:21:36","Website"
"L2","15901","B9","2022-8-14 12:01","0:21:36","Instagram"
"L4","15902","B9","2022-8-14 12:23","0:14:24","Website"
"L1","15903","B9","2022-8-14 12:43","0:06:32","Speciality Offerings"
