"Neighbourhoods_ID","Neighbourhoods","Click_ID","Entr_Time","Duration","Attributes__what_they_search_for_","Browser_ID"
"L1","Barceloneta","14522","2022-6-10 16:46","0:00:09","Instagram","B5"
"L7","Poblenou","14523","2022-6-10 17:37","0:04:03","Instagram","B5"
"L3","Sants","14524","2022-6-10 17:47","0:41:51","Website","B5"
"L1","Barceloneta","14525","2022-6-10 18:32","0:36:25","Ambience","B5"
"L3","Sants","14526","2022-6-10 18:32","0:00:05","Menu","B5"
"L1","Barceloneta","14527","2022-6-10 19:34","0:04:31","Location","B5"
"L2","El Born","14528","2022-6-10 19:38","0:41:12","Website","B5"
"L7","Poblenou","14529","2022-6-10 20:20","0:14:05","Accessability","B5"
"L7","Poblenou","14530","2022-6-11 3:18","0:01:15","Website","B5"
"L7","Poblenou","14531","2022-6-11 3:20","0:25:40","Instagram","B5"
"L6","Sarria","14532","2022-6-11 3:51","0:06:02","Website","B5"
"L1","Barceloneta","14533","2022-6-11 3:57","0:17:13","Instagram","B5"
"L2","El Born","14534","2022-6-11 4:24","0:26:29","Speciality Offerings","B5"
"L6","Sarria","14535","2022-6-11 5:04","0:38:58","Speciality Offerings","B5"
"L5","Eixample","14536","2022-6-11 5:44","0:00:02","Website","B5"
"L7","Poblenou","14537","2022-6-11 6:00","0:02:04","Website","B5"
"L3","Sants","14538","2022-6-11 6:02","0:10:15","Menu","B5"
"L3","Sants","14539","2022-6-11 6:12","0:21:00","Website","B5"
"L2","El Born","14540","2022-6-11 6:40","0:09:49","Speciality Offerings","B5"
"L7","Poblenou","14541","2022-6-11 6:50","0:42:57","Speciality Offerings","B5"
"L2","El Born","14542","2022-6-11 7:33","0:41:32","Location","B5"
"L3","Sants","14543","2022-6-11 8:25","0:27:34","Accessability","B5"
"L3","Sants","14544","2022-6-11 8:53","0:03:05","Location","B5"
"L5","Eixample","14545","2022-6-11 8:53","0:00:21","Ambience","B5"
"L3","Sants","14546","2022-6-11 8:57","0:09:43","Location","B5"
"L2","El Born","14547","2022-6-11 9:08","0:04:11","Speciality Offerings","B5"
"L5","Eixample","14548","2022-6-11 9:12","0:41:14","Instagram","B5"
"L1","Barceloneta","14549","2022-6-11 9:55","0:40:22","Accessability","B5"
"L4","Gracia","14550","2022-6-11 15:25","0:08:56","Speciality Offerings","B5"
"L2","El Born","14551","2022-6-11 15:35","0:03:08","Location","B5"
"L6","Sarria","14552","2022-6-11 15:42","0:29:00","Menu","B5"
"L1","Barceloneta","14553","2022-6-11 16:13","0:10:37","Instagram","B5"
"L5","Eixample","14554","2022-6-11 16:26","0:21:15","Location","B5"
"L7","Poblenou","14555","2022-6-11 16:28","0:48:22","Website","B9"
"L1","Barceloneta","14556","2022-6-11 17:19","0:11:32","Website","B9"
"L7","Poblenou","14557","2022-6-11 17:30","0:09:28","Location","B5"
"L7","Poblenou","14558","2022-6-11 17:40","0:22:41","Instagram","B5"
"L2","El Born","14559","2022-6-11 18:03","0:03:27","Menu","B5"
"L6","Sarria","14560","2022-6-11 18:07","0:15:37","Accessability","B5"
"L1","Barceloneta","14561","2022-6-11 18:30","0:41:07","Instagram","B5"
"L1","Barceloneta","14562","2022-6-11 18:30","0:42:16","Location","B9"
"L3","Sants","14563","2022-6-11 19:14","0:05:10","Speciality Offerings","B5"
"L2","El Born","14564","2022-6-11 19:20","0:35:57","Instagram","B5"
"L2","El Born","14565","2022-6-11 19:22","1:19:04","Instagram","B9"
"L2","El Born","14566","2022-6-11 20:12","0:11:50","Menu","B5"
"L2","El Born","14567","2022-6-11 20:39","0:35:44","Speciality Offerings","B5"
"L7","Poblenou","14568","2022-6-11 20:44","0:04:18","Accessability","B9"
"L1","Barceloneta","14569","2022-6-11 20:48","0:38:35","Speciality Offerings","B9"
"L6","Sarria","14570","2022-6-11 21:28","0:23:44","Location","B9"
"L3","Sants","14571","2022-6-11 21:33","1:26:45","Speciality Offerings","B5"
"L6","Sarria","14572","2022-6-12 1:50","0:21:31","Website","B5"
"L1","Barceloneta","14573","2022-6-12 2:18","0:56:32","Instagram","B5"
"L1","Barceloneta","14574","2022-6-12 3:32","0:37:11","Menu","B5"
"L3","Sants","14575","2022-6-12 4:09","0:41:08","Speciality Offerings","B5"
"L5","Eixample","14576","2022-6-12 4:50","0:08:21","Website","B5"
"L3","Sants","14577","2022-6-12 5:00","0:02:42","Location","B5"
"L2","El Born","14578","2022-6-12 5:04","0:30:13","Speciality Offerings","B5"
"L7","Poblenou","14579","2022-6-12 5:49","0:13:13","Location","B5"
"L1","Barceloneta","14580","2022-6-12 6:06","0:26:15","Speciality Offerings","B5"
"L7","Poblenou","14581","2022-6-12 6:45","0:41:30","Ambience","B5"
"L7","Poblenou","14582","2022-6-12 7:28","0:41:13","Website","B5"
"L2","El Born","14583","2022-6-12 8:10","0:08:15","Careers","B5"
"L2","El Born","14584","2022-6-12 10:43","1:41:10","Careers","B9"
"L7","Poblenou","14585","2022-6-12 12:26","0:17:58","Accessability","B9"
"L1","Barceloneta","14586","2022-6-12 12:55","1:01:45","Instagram","B9"
"L3","Sants","14587","2022-6-12 13:39","0:32:35","Website","B5"
"L1","Barceloneta","14588","2022-6-12 14:01","0:16:57","Website","B9"
"L6","Sarria","14589","2022-6-12 14:01","0:00:05","Ambience","B9"
"L4","Gracia","14590","2022-6-12 14:01","0:00:01","Website","B9"
"L3","Sants","14591","2022-6-12 14:19","0:07:01","Ambience","B5"
"L2","El Born","14592","2022-6-12 14:23","0:24:42","Instagram","B9"
"L7","Poblenou","14593","2022-6-12 14:26","0:00:01","Offers","B5"
"L1","Barceloneta","14594","2022-6-12 14:27","0:08:19","Offers","B5"
"L1","Barceloneta","14595","2022-6-12 14:35","0:30:09","Ambience","B5"
"L2","El Born","14596","2022-6-12 14:45","0:08:29","Accessability","B2"
"L7","Poblenou","14597","2022-6-12 14:54","0:20:03","Location","B2"
"L7","Poblenou","14598","2022-6-12 15:00","1:01:41","Instagram","B9"
"L4","Gracia","14599","2022-6-12 15:14","0:12:00","Location","B2"
"L5","Eixample","14600","2022-6-12 15:18","0:12:14","Instagram","B5"
"L2","El Born","14601","2022-6-12 15:30","0:41:31","Instagram","B5"
"L7","Poblenou","14602","2022-6-12 15:39","0:00:05","Menu","B7"
"L6","Sarria","14603","2022-6-12 16:12","0:03:17","Speciality Offerings","B5"
"L2","El Born","14604","2022-6-12 16:15","0:19:11","Menu","B9"
"L7","Poblenou","14605","2022-6-12 16:27","0:40:06","Speciality Offerings","B5"
"L2","El Born","14606","2022-6-12 16:27","0:00:01","Accessability","B5"
"L7","Poblenou","14607","2022-6-12 16:27","0:00:12","Location","B5"
"L5","Eixample","14608","2022-6-12 16:38","0:03:20","Instagram","B9"
"L3","Sants","14609","2022-6-12 16:38","0:00:06","Speciality Offerings","B9"
"L4","Gracia","14610","2022-6-12 16:42","1:21:51","Speciality Offerings","B9"
"L3","Sants","14611","2022-6-12 17:10","0:01:08","Location","B5"
"L7","Poblenou","14612","2022-6-12 17:11","0:02:41","Instagram","B5"
"L2","El Born","14613","2022-6-12 17:14","0:41:28","Instagram","B5"
"L2","El Born","14614","2022-6-12 18:00","0:07:14","Accessability","B5"
"L3","Sants","14615","2022-6-12 18:07","0:00:29","Speciality Offerings","B9"
"L3","Sants","14616","2022-6-12 18:20","0:12:25","Location","B9"
"L2","El Born","14617","2022-6-12 18:20","0:00:06","Accessability","B9"
"L4","Gracia","14618","2022-6-12 18:25","0:35:07","Website","B5"
"L1","Barceloneta","14619","2022-6-12 19:00","0:31:01","Accessability","B5"
"L4","Gracia","14620","2022-6-12 19:35","0:10:33","Menu","B5"
"L7","Poblenou","14621","2022-6-12 19:45","0:41:18","Accessability","B5"
"L6","Sarria","14622","2022-6-12 20:27","0:00:17","Instagram","B5"
"L2","El Born","14623","2022-6-12 20:29","0:40:18","Website","B5"
"L7","Poblenou","14624","2022-6-12 21:09","0:41:26","Location","B5"
"L5","Eixample","14625","2022-6-13 2:24","0:38:22","Ambience","B5"
"L2","El Born","14626","2022-6-13 2:24","0:00:04","Speciality Offerings","B5"
"L3","Sants","14627","2022-6-13 3:12","0:40:54","Offers","B5"
"L1","Barceloneta","14628","2022-6-13 3:50","0:10:11","Location","B2"
"L4","Gracia","14629","2022-6-13 3:53","0:30:22","Instagram","B5"
"L1","Barceloneta","14630","2022-6-13 4:01","0:03:31","Menu","B2"
"L3","Sants","14631","2022-6-13 4:40","0:10:34","Instagram","B5"
"L7","Poblenou","14632","2022-6-13 4:51","0:08:08","Instagram","B5"
"L4","Gracia","14633","2022-6-13 5:37","0:25:43","Website","B5"
"L2","El Born","14634","2022-6-13 6:40","0:08:11","Menu","B5"
"L2","El Born","14635","2022-6-13 6:48","0:04:19","Instagram","B5"
"L2","El Born","14636","2022-6-13 6:56","0:13:43","Instagram","B5"
"L7","Poblenou","14637","2022-6-13 7:37","0:04:25","Website","B5"
"L5","Eixample","14638","2022-6-13 7:49","0:12:01","Location","B2"
"L1","Barceloneta","14639","2022-6-13 8:40","0:15:44","Speciality Offerings","B5"
"L7","Poblenou","14640","2022-6-13 11:11","0:03:04","Speciality Offerings","B5"
"L1","Barceloneta","14641","2022-6-13 11:14","0:05:44","Location","B5"
"L3","Sants","14642","2022-6-13 11:44","0:09:41","Instagram","B5"
"L7","Poblenou","14643","2022-6-13 11:54","0:14:40","Careers","B5"
"L1","Barceloneta","14644","2022-6-13 12:18","0:13:29","Website","B5"
"L1","Barceloneta","14645","2022-6-13 12:32","0:14:22","Speciality Offerings","B5"
"L7","Poblenou","14646","2022-6-13 12:53","0:05:42","Accessability","B5"
"L2","El Born","14647","2022-6-13 13:00","0:00:13","Instagram","B5"
"L4","Gracia","14648","2022-6-13 13:04","0:00:27","Accessability","B5"
"L1","Barceloneta","14649","2022-6-13 13:06","0:12:14","Menu","B5"
"L1","Barceloneta","14650","2022-6-13 13:22","0:03:14","Instagram","B5"
"L1","Barceloneta","14651","2022-6-13 13:26","0:05:36","Pet Friendly","B5"
"L1","Barceloneta","14652","2022-6-13 13:31","0:07:05","Accessability","B5"
"L6","Sarria","14653","2022-6-13 14:35","0:07:10","Instagram","B5"
"L3","Sants","14654","2022-6-13 14:43","0:27:28","Menu","B5"
"L6","Sarria","14655","2022-6-13 14:54","0:05:14","Instagram","B2"
"L7","Poblenou","14656","2022-6-13 14:54","0:00:05","Ratings","B2"
"L2","El Born","14657","2022-6-13 15:00","0:20:37","Website","B2"
"L1","Barceloneta","14658","2022-6-13 15:12","0:41:47","Speciality Offerings","B5"
"L6","Sarria","14659","2022-6-13 16:10","0:02:26","Website","B5"
"L2","El Born","14660","2022-6-13 16:11","1:30:35","Speciality Offerings","B4"
"L7","Poblenou","14661","2022-6-13 16:28","0:14:47","Instagram","B5"
"L7","Poblenou","14662","2022-6-13 16:43","0:14:24","Location","B5"
"L1","Barceloneta","14663","2022-6-13 16:59","0:09:30","Menu","B5"
"L2","El Born","14664","2022-6-13 17:13","0:41:37","Careers","B5"
"L1","Barceloneta","14665","2022-6-13 17:58","0:09:08","Website","B5"
"L4","Gracia","14666","2022-6-13 18:09","0:32:12","Ambience","B5"
"L3","Sants","14667","2022-6-13 18:09","0:00:09","Ambience","B5"
"L2","El Born","14668","2022-6-13 18:42","0:18:23","Instagram","B5"
"L2","El Born","14669","2022-6-13 19:06","0:08:21","Menu","B5"
"L7","Poblenou","14670","2022-6-13 19:15","0:14:49","Website","B5"
"L4","Gracia","14671","2022-6-13 19:23","0:00:29","Website","B9"
"L1","Barceloneta","14672","2022-6-13 19:23","0:00:41","Instagram","B9"
"L2","El Born","14673","2022-6-13 19:24","0:00:22","Instagram","B9"
"L3","Sants","14674","2022-6-13 19:24","0:00:06","Speciality Offerings","B9"
"L1","Barceloneta","14675","2022-6-13 19:24","0:00:07","Speciality Offerings","B9"
"L2","El Born","14676","2022-6-13 19:25","0:00:35","Speciality Offerings","B9"
"L2","El Born","14677","2022-6-13 19:25","0:00:20","Website","B9"
"L3","Sants","14678","2022-6-13 19:26","0:00:15","Careers","B9"
"L2","El Born","14679","2022-6-13 19:26","0:00:16","Website","B9"
"L4","Gracia","14680","2022-6-13 19:26","0:00:07","Ambience","B9"
"L6","Sarria","14681","2022-6-13 19:26","0:00:05","Website","B9"
"L2","El Born","14682","2022-6-13 19:27","0:00:18","Speciality Offerings","B9"
"L3","Sants","14683","2022-6-13 19:27","0:00:06","Speciality Offerings","B9"
"L5","Eixample","14684","2022-6-13 19:27","0:00:12","Location","B9"
"L3","Sants","14685","2022-6-13 19:27","0:00:04","Accessability","B9"
"L7","Poblenou","14686","2022-6-13 19:27","0:00:16","Accessability","B9"
"L2","El Born","14687","2022-6-13 19:28","0:00:05","Speciality Offerings","B9"
"L1","Barceloneta","14688","2022-6-13 19:28","0:00:03","Menu","B9"
"L4","Gracia","14689","2022-6-13 19:28","0:00:06","Location","B9"
"L1","Barceloneta","14690","2022-6-13 19:28","0:00:09","Instagram","B9"
"L2","El Born","14691","2022-6-13 19:28","0:00:25","Speciality Offerings","B9"
"L2","El Born","14692","2022-6-13 19:28","0:00:04","Location","B9"
"L3","Sants","14693","2022-6-13 19:29","0:00:16","Accessability","B9"
"L1","Barceloneta","14694","2022-6-13 19:29","0:00:21","Instagram","B9"
"L2","El Born","14695","2022-6-13 19:29","0:00:23","Location","B9"
"L7","Poblenou","14696","2022-6-13 19:30","0:00:08","Website","B9"
"L4","Gracia","14697","2022-6-13 19:30","0:00:05","Location","B9"
"L5","Eixample","14698","2022-6-13 19:30","0:00:24","Instagram","B9"
"L3","Sants","14699","2022-6-13 19:30","0:00:20","Website","B9"
"L2","El Born","14700","2022-6-13 19:31","0:00:13","Location","B9"
"L7","Poblenou","14701","2022-6-13 19:31","0:00:06","Careers","B9"
"L2","El Born","14702","2022-6-13 19:31","0:00:31","Menu","B9"
"L1","Barceloneta","14703","2022-6-13 19:33","0:22:59","Instagram","B5"
"L4","Gracia","14704","2022-6-13 19:33","0:00:04","Instagram","B9"
"L3","Sants","14705","2022-6-13 19:57","0:16:57","Accessability","B5"
"L6","Sarria","14706","2022-6-13 20:14","0:02:28","Instagram","B5"
"L2","El Born","14707","2022-6-13 20:18","0:16:00","Accessability","B5"
"L7","Poblenou","14708","2022-6-13 20:18","0:00:10","Instagram","B5"
"L2","El Born","14709","2022-6-13 20:34","0:26:51","Instagram","B5"
"L7","Poblenou","14710","2022-6-13 21:01","0:17:42","Menu","B5"
"L3","Sants","14711","2022-6-13 21:19","0:23:40","Offers","B5"
"L3","Sants","14712","2022-6-13 21:44","0:18:06","Speciality Offerings","B5"
"L7","Poblenou","14713","2022-6-13 22:02","0:08:35","Instagram","B5"
"L7","Poblenou","14714","2022-6-14 3:40","0:16:21","Website","B5"
"L3","Sants","14715","2022-6-14 3:56","0:33:00","Accessability","B5"
"L6","Sarria","14716","2022-6-14 4:59","0:08:29","Location","B5"
"L2","El Born","14717","2022-6-14 5:07","0:08:16","Speciality Offerings","B5"
"L6","Sarria","14718","2022-6-14 5:48","0:32:17","Website","B5"
"L2","El Born","14719","2022-6-14 7:00","0:01:54","Ambience","B5"
"L3","Sants","14720","2022-6-14 7:02","0:26:27","Website","B5"
"L2","El Born","14721","2022-6-14 7:32","0:04:52","Website","B5"
"L2","El Born","14722","2022-6-14 7:40","0:10:48","Website","B5"
"L4","Gracia","14723","2022-6-14 7:51","0:15:11","Website","B5"
"L2","El Born","14724","2022-6-14 8:00","0:00:07","Instagram","B2"
"L7","Poblenou","14725","2022-6-14 8:01","2:34:13","Accessability","B2"
"L2","El Born","14726","2022-6-14 8:06","0:02:03","Careers","B5"
"L2","El Born","14727","2022-6-14 8:26","0:07:22","Location","B5"
"L2","El Born","14728","2022-6-14 10:29","0:02:59","Menu","B5"
"L4","Gracia","14729","2022-6-14 10:35","0:00:53","Website","B2"
"L3","Sants","14730","2022-6-14 11:46","2:11:22","Website","B9"
"L2","El Born","14731","2022-6-14 12:11","0:02:00","Website","B9"
"L4","Gracia","14732","2022-6-14 12:14","0:12:05","Location","B9"
"L3","Sants","14733","2022-6-14 13:51","0:17:04","Website","B5"
"L7","Poblenou","14734","2022-6-14 14:28","0:03:11","Website","B5"
"L3","Sants","14735","2022-6-14 14:31","0:42:06","Instagram","B5"
"L5","Eixample","14736","2022-6-14 15:21","0:18:31","Website","B5"
"L5","Eixample","14737","2022-6-14 15:40","0:51:02","Website","B5"
"L1","Barceloneta","14738","2022-6-14 16:41","0:24:19","Instagram","B5"
"L1","Barceloneta","14739","2022-6-14 16:41","0:00:04","Instagram","B5"
"L1","Barceloneta","14740","2022-6-14 17:08","0:06:46","Website","B5"
"L3","Sants","14741","2022-6-14 17:23","0:10:33","Instagram","B5"
"L4","Gracia","14742","2022-6-14 17:35","0:45:04","Accessability","B5"
"L2","El Born","14743","2022-6-14 17:54","0:00:06","Website","B5"
"L1","Barceloneta","14744","2022-6-14 18:22","0:43:50","Instagram","B5"
"L3","Sants","14745","2022-6-14 19:20","0:42:07","Menu","B5"
"L1","Barceloneta","14746","2022-6-14 20:09","0:01:52","Speciality Offerings","B5"
"L2","El Born","14747","2022-6-15 3:57","0:39:35","Instagram","B5"
"L4","Gracia","14748","2022-6-15 4:44","0:41:19","Instagram","B5"
"L2","El Born","14749","2022-6-15 5:40","0:33:17","Instagram","B5"
"L1","Barceloneta","14750","2022-6-15 6:46","0:09:00","Location","B5"
"L2","El Born","14751","2022-6-15 6:55","0:01:11","Instagram","B5"
"L3","Sants","14752","2022-6-15 7:06","0:05:31","Website","B5"
"L6","Sarria","14753","2022-6-15 7:26","0:52:01","Accessability","B5"
"L6","Sarria","14754","2022-6-15 8:09","0:44:46","Menu","B5"
"L5","Eixample","14755","2022-6-15 8:54","0:00:27","Location","B5"
"L5","Eixample","14756","2022-6-15 8:54","0:00:01","Instagram","B5"
"L2","El Born","14757","2022-6-15 9:06","0:20:22","Speciality Offerings","B5"
"L7","Poblenou","14758","2022-6-15 9:30","0:01:42","Location","B5"
"L2","El Born","14759","2022-6-15 9:34","0:03:37","Website","B5"
"L1","Barceloneta","14760","2022-6-15 9:38","0:08:31","Instagram","B5"
"L6","Sarria","14761","2022-6-15 10:03","0:16:37","Website","B5"
"L2","El Born","14762","2022-6-15 10:40","1:21:56","Location","B5"
"L7","Poblenou","14763","2022-6-15 12:11","0:56:28","Instagram","B5"
"L5","Eixample","14764","2022-6-15 14:03","0:43:10","Speciality Offerings","B5"
"L1","Barceloneta","14765","2022-6-15 14:36","1:19:47","Instagram","B9"
"L7","Poblenou","14766","2022-6-15 15:05","0:00:17","Ambience","B2"
"L4","Gracia","14767","2022-6-15 15:06","0:00:20","Menu","B2"
"L2","El Born","14768","2022-6-15 15:06","0:00:04","Website","B2"
"L2","El Born","14769","2022-6-15 15:07","0:00:11","Website","B2"
"L5","Eixample","14770","2022-6-15 15:07","0:00:16","Menu","B2"
"L5","Eixample","14771","2022-6-15 15:07","0:00:08","Instagram","B2"
"L6","Sarria","14772","2022-6-15 15:08","0:00:09","Offers","B2"
"L2","El Born","14773","2022-6-15 15:08","0:00:10","Instagram","B2"
"L1","Barceloneta","14774","2022-6-15 15:09","0:01:32","Menu","B2"
"L1","Barceloneta","14775","2022-6-15 15:09","0:00:09","Menu","B2"
"L7","Poblenou","14776","2022-6-15 15:09","0:00:04","Website","B2"
"L4","Gracia","14777","2022-6-15 15:11","0:00:07","Menu","B2"
"L7","Poblenou","14778","2022-6-15 15:12","0:00:18","Instagram","B2"
"L1","Barceloneta","14779","2022-6-15 15:13","0:00:19","Menu","B2"
"L3","Sants","14780","2022-6-15 15:14","0:00:09","Instagram","B2"
"L7","Poblenou","14781","2022-6-15 15:24","2:12:40","Accessability","B5"
"L3","Sants","14782","2022-6-15 16:22","0:17:41","Accessability","B9"
"L1","Barceloneta","14783","2022-6-15 16:22","0:00:04","Location","B9"
"L2","El Born","14784","2022-6-15 16:33","0:01:15","Website","B5"
"L1","Barceloneta","14785","2022-6-15 16:39","0:00:04","Instagram","B5"
"L7","Poblenou","14786","2022-6-15 16:39","0:00:03","Website","B5"
"L2","El Born","14787","2022-6-15 16:41","0:00:16","Speciality Offerings","B5"
"L2","El Born","14788","2022-6-15 17:46","0:00:15","Speciality Offerings","B5"
"L2","El Born","14789","2022-6-15 17:47","0:01:05","Location","B5"
"L2","El Born","14790","2022-6-15 17:48","0:01:00","Menu","B5"
"L1","Barceloneta","14791","2022-6-15 17:49","0:01:58","Speciality Offerings","B5"
"L1","Barceloneta","14792","2022-6-15 17:52","0:21:16","Website","B5"
"L2","El Born","14793","2022-6-15 17:52","0:00:03","Location","B5"
"L2","El Born","14794","2022-6-15 17:52","0:00:03","Speciality Offerings","B5"
"L2","El Born","14795","2022-6-15 18:20","2:17:57","Location","B9"
"L2","El Born","14796","2022-6-15 18:26","0:01:05","Website","B5"
"L7","Poblenou","14797","2022-6-15 18:26","0:00:14","Instagram","B5"
"L2","El Born","14798","2022-6-15 18:27","0:22:07","Website","B5"
"L7","Poblenou","14799","2022-6-15 18:49","0:17:28","Careers","B5"
"L5","Eixample","14800","2022-6-15 19:45","0:03:40","Accessability","B5"
"L1","Barceloneta","14801","2022-6-15 21:45","0:01:41","Speciality Offerings","B5"
"L7","Poblenou","14802","2022-6-15 21:47","0:21:59","Quiet","B5"
"L7","Poblenou","14803","2022-6-15 22:14","0:03:56","Speciality Offerings","B5"
"L1","Barceloneta","14804","2022-6-15 22:25","0:17:43","Location","B5"
"L1","Barceloneta","14805","2022-6-15 22:43","0:46:48","Instagram","B5"
"L2","El Born","14806","2022-6-16 3:29","0:37:47","Careers","B5"
"L7","Poblenou","14807","2022-6-16 4:08","0:40:55","Menu","B5"
"L5","Eixample","14808","2022-6-17 1:54","0:20:53","Accessability","B5"
"L3","Sants","14809","2022-6-17 2:19","1:09:02","Speciality Offerings","B5"
"L2","El Born","14810","2022-6-17 3:32","0:19:15","Location","B5"
"L1","Barceloneta","14811","2022-6-17 3:52","0:04:07","Instagram","B5"
"L3","Sants","14812","2022-6-17 15:20","0:15:45","Speciality Offerings","B4"
"L2","El Born","14813","2022-6-17 16:23","0:33:35","Menu","B4"
"L1","Barceloneta","14814","2022-6-17 16:31","0:00:36","Menu","B5"
"L6","Sarria","14815","2022-6-17 17:03","0:00:07","Speciality Offerings","B5"
"L4","Gracia","14816","2022-6-17 17:15","0:17:21","Careers","B4"
"L4","Gracia","14817","2022-6-17 17:33","0:00:27","Menu","B4"
"L6","Sarria","14818","2022-6-17 17:34","0:02:21","Website","B4"
"L6","Sarria","14819","2022-6-17 17:36","0:01:06","Speciality Offerings","B4"
"L7","Poblenou","14820","2022-6-17 17:36","0:00:20","Location","B4"
"L2","El Born","14821","2022-6-17 17:38","0:00:04","Instagram","B4"
"L2","El Born","14822","2022-6-17 17:38","0:00:40","Website","B4"
"L1","Barceloneta","14823","2022-6-17 17:38","0:00:05","Website","B4"
"L2","El Born","14824","2022-6-18 19:04","2:32:13","Accessability","B9"
"L2","El Born","14825","2022-6-19 3:31","0:00:15","Location","B5"
"L6","Sarria","14826","2022-6-19 3:32","0:00:06","Instagram","B5"
"L1","Barceloneta","14827","2022-6-19 8:10","0:00:36","Ratings","B2"
"L2","El Born","14828","2022-6-19 8:10","0:00:15","Website","B2"
"L2","El Born","14829","2022-6-19 8:11","0:19:23","Menu","B2"
"L2","El Born","14830","2022-6-19 8:31","0:05:56","Location","B2"
"L3","Sants","14831","2022-6-19 9:01","0:00:57","Location","B3"
"L7","Poblenou","14832","2022-6-19 9:01","0:00:08","Menu","B3"
"L6","Sarria","14833","2022-6-19 9:02","0:00:30","Instagram","B9"
"L2","El Born","14834","2022-6-19 9:02","0:00:09","Accessability","B9"
"L6","Sarria","14835","2022-6-19 9:02","0:00:09","Website","B9"
"L3","Sants","14836","2022-6-19 9:03","2:39:49","Location","B3"
"L7","Poblenou","14837","2022-6-19 9:03","0:00:47","Menu","B3"
"L1","Barceloneta","14838","2022-6-19 9:03","0:00:13","Speciality Offerings","B9"
"L6","Sarria","14839","2022-6-19 12:01","0:00:19","Website","B3"
"L5","Eixample","14840","2022-6-19 12:02","0:00:07","Instagram","B3"
"L7","Poblenou","14841","2022-6-19 12:04","0:00:07","Website","B3"
"L1","Barceloneta","14842","2022-6-19 15:03","0:00:04","Speciality Offerings","B2"
"L5","Eixample","14843","2022-6-19 15:05","0:13:37","Speciality Offerings","B2"
"L7","Poblenou","14844","2022-6-19 15:19","0:19:36","Website","B2"
"L7","Poblenou","14845","2022-6-19 15:40","0:00:04","Instagram","B2"
"L1","Barceloneta","14846","2022-6-19 17:38","0:00:46","Offers","B9"
"L1","Barceloneta","14847","2022-6-19 17:39","0:00:09","Website","B9"
"L1","Barceloneta","14848","2022-6-19 18:49","0:00:56","Website","B5"
"L2","El Born","14849","2022-6-19 19:32","0:00:06","Website","B9"
"L7","Poblenou","14850","2022-6-19 19:32","0:00:07","Speciality Offerings","B9"
"L5","Eixample","14851","2022-6-19 19:33","0:00:05","Menu","B9"
"L1","Barceloneta","14852","2022-6-19 20:42","0:42:53","Website","B9"
"L2","El Born","14853","2022-6-20 4:12","0:20:52","Location","B2"
"L7","Poblenou","14854","2022-6-20 4:12","0:00:04","Careers","B2"
"L2","El Born","14855","2022-6-20 4:33","0:22:13","Website","B2"
"L1","Barceloneta","14856","2022-6-20 4:55","0:06:51","Location","B2"
"L4","Gracia","14857","2022-6-20 5:15","1:06:22","Menu","B9"
"L7","Poblenou","14858","2022-6-20 5:20","0:14:26","Instagram","B5"
"L1","Barceloneta","14859","2022-6-20 5:35","0:06:00","Speciality Offerings","B5"
"L6","Sarria","14860","2022-6-20 6:31","0:00:09","Instagram","B9"
"L2","El Born","14861","2022-6-20 8:01","0:13:21","Website","B2"
"L2","El Born","14862","2022-6-20 8:14","0:04:36","Speciality Offerings","B2"
"L4","Gracia","14863","2022-6-20 14:56","0:17:39","Website","B2"
"L2","El Born","14864","2022-6-20 14:56","0:00:05","Location","B2"
"L3","Sants","14865","2022-6-20 15:14","0:18:36","Instagram","B2"
"L4","Gracia","14866","2022-6-20 15:55","0:00:14","Menu","B9"
"L2","El Born","14867","2022-6-21 5:15","0:03:33","Instagram","B2"
"L7","Poblenou","14868","2022-6-21 5:19","0:10:39","Website","B2"
"L2","El Born","14869","2022-6-21 7:56","0:00:26","Accessability","B2"
"L2","El Born","14870","2022-6-21 7:57","0:18:42","Ambience","B2"
"L6","Sarria","14871","2022-6-21 7:57","0:00:08","Website","B2"
"L2","El Born","14872","2022-6-21 8:25","0:22:49","Instagram","B2"
"L3","Sants","14873","2022-6-21 14:56","0:09:31","Website","B2"
"L5","Eixample","14874","2022-6-21 15:05","0:11:29","Website","B2"
"L5","Eixample","14875","2022-6-21 18:40","0:02:13","Speciality Offerings","B5"
"L2","El Born","14876","2022-6-21 18:43","0:00:06","Menu","B5"
"L5","Eixample","14877","2022-6-22 4:51","0:00:33","Careers","B2"
"L1","Barceloneta","14878","2022-6-22 4:52","0:33:26","Website","B2"
"L2","El Born","14879","2022-6-22 7:55","0:16:41","Speciality Offerings","B2"
"L4","Gracia","14880","2022-6-22 14:51","0:09:01","Website","B2"
"L4","Gracia","14881","2022-6-22 14:51","0:00:06","Website","B2"
"L3","Sants","14882","2022-6-22 15:01","0:10:43","Menu","B2"
"L5","Eixample","14883","2022-6-23 4:40","0:00:12","Speciality Offerings","B2"
"L6","Sarria","14884","2022-6-23 4:41","0:07:53","Location","B2"
"L2","El Born","14885","2022-6-23 4:49","0:19:15","Location","B2"
"L3","Sants","14886","2022-6-23 12:08","0:08:42","Location","B7"
"L1","Barceloneta","14887","2022-6-23 12:23","0:13:31","Speciality Offerings","B7"
"L2","El Born","14888","2022-6-23 12:38","0:01:01","Location","B7"
